"","files_weighted","sig_id","count","rdkit","cell_id","pert_iname","pert_dose","pert_time","pert_id","atoms","emb","identifier","sig_id_original"
"7645","graphs_weighted/PCLB001_MCF7_24H_BRD-A59431241-001-02-9_10/graph.csv","PCLB001_MCF7_24H_BRD-A59431241-001-02-9_10",1,"NC(=O)C1C(=O)C[C@@H]2C[C@@H]3Cc4cccc(O)c4C(=O)C3C(=O)[C@]2(O)C1=O","MCF7","COL-3",10,24,"BRD-A59431241",27,"PCLB001_MCF7_24H_BRD-A59431241-001-02-9_10_emb","COL-3MCF71024","PCLB001_MCF7_24H:BRD-A59431241-001-02-9:10"
"7646","graphs_weighted/PCLB001_MCF7_24H_BRD-K37417543-001-01-0_10/graph.csv","PCLB001_MCF7_24H_BRD-K37417543-001-01-0_10",1,"C[C@H]1[C@@H](c2ccccc2)OC(=O)CC/C=C/C[C@@H](CC(=O)NCc2ccc(Cl)cc2)C(=O)N1C","MCF7","MW-SHH-28",10,24,"BRD-K37417543",34,"PCLB001_MCF7_24H_BRD-K37417543-001-01-0_10_emb","MW-SHH-28MCF71024","PCLB001_MCF7_24H:BRD-K37417543-001-01-0:10"
"7647","graphs_weighted/PCLB001_MCF7_24H_BRD-K55896799-001-02-1_10/graph.csv","PCLB001_MCF7_24H_BRD-K55896799-001-02-1_10",1,"C[C@H]1C/C=C/CCCN[C@H](c2ccccc2)COC1=O","MCF7","BRD-K55896799",10,24,"BRD-K55896799",20,"PCLB001_MCF7_24H_BRD-K55896799-001-02-1_10_emb","BRD-K55896799MCF71024","PCLB001_MCF7_24H:BRD-K55896799-001-02-1:10"
"7648","graphs_weighted/PCLB001_MCF7_24H_BRD-K73037408-001-01-5_10/graph.csv","PCLB001_MCF7_24H_BRD-K73037408-001-01-5_10",1,"NS(=O)(=O)c1ccc(NC2=CC(=O)c3ccccc3C2=O)cc1","MCF7","KUC111774N",10,24,"BRD-K73037408",23,"PCLB001_MCF7_24H_BRD-K73037408-001-01-5_10_emb","KUC111774NMCF71024","PCLB001_MCF7_24H:BRD-K73037408-001-01-5:10"
"7649","graphs_weighted/PCLB001_MCF7_6H_BRD-A70150975-001-01-4_3.33/graph.csv","PCLB001_MCF7_6H_BRD-A70150975-001-01-4_3.33",1,NA,"MCF7","hydroxyl",3.3,6,"BRD-A70150975",NA,"PCLB001_MCF7_6H_BRD-A70150975-001-01-4_3.33_emb","hydroxylMCF73.36","PCLB001_MCF7_6H:BRD-A70150975-001-01-4:3.33"
"7650","graphs_weighted/PCLB001_PC3_24H_BRD-A15100685-001-02-6_2.5/graph.csv","PCLB001_PC3_24H_BRD-A15100685-001-02-6_2.5",1,NA,"PC3","avicin-d",2.5,24,"BRD-A15100685",NA,"PCLB001_PC3_24H_BRD-A15100685-001-02-6_2.5_emb","avicin-dPC32.524","PCLB001_PC3_24H:BRD-A15100685-001-02-6:2.5"
"7651","graphs_weighted/PCLB001_PC3_24H_BRD-A33746814-001-01-0_10/graph.csv","PCLB001_PC3_24H_BRD-A33746814-001-01-0_10",1,NA,"PC3","avicin-g",10,24,"BRD-A33746814",NA,"PCLB001_PC3_24H_BRD-A33746814-001-01-0_10_emb","avicin-gPC31024","PCLB001_PC3_24H:BRD-A33746814-001-01-0:10"
"7652","graphs_weighted/PCLB001_PC3_24H_BRD-A59431241-001-02-9_2.5/graph.csv","PCLB001_PC3_24H_BRD-A59431241-001-02-9_2.5",1,"NC(=O)C1C(=O)C[C@@H]2C[C@@H]3Cc4cccc(O)c4C(=O)C3C(=O)[C@]2(O)C1=O","PC3","COL-3",2.5,24,"BRD-A59431241",27,"PCLB001_PC3_24H_BRD-A59431241-001-02-9_2.5_emb","COL-3PC32.524","PCLB001_PC3_24H:BRD-A59431241-001-02-9:2.5"
"7653","graphs_weighted/PCLB001_PC3_24H_BRD-A69592287-001-01-3_10/graph.csv","PCLB001_PC3_24H_BRD-A69592287-001-01-3_10",1,NA,"PC3","oxetane",10,24,"BRD-A69592287",NA,"PCLB001_PC3_24H_BRD-A69592287-001-01-3_10_emb","oxetanePC31024","PCLB001_PC3_24H:BRD-A69592287-001-01-3:10"
"7654","graphs_weighted/PCLB001_PC3_24H_BRD-K55896799-001-02-1_10/graph.csv","PCLB001_PC3_24H_BRD-K55896799-001-02-1_10",1,"C[C@H]1C/C=C/CCCN[C@H](c2ccccc2)COC1=O","PC3","BRD-K55896799",10,24,"BRD-K55896799",20,"PCLB001_PC3_24H_BRD-K55896799-001-02-1_10_emb","BRD-K55896799PC31024","PCLB001_PC3_24H:BRD-K55896799-001-02-1:10"
"7655","graphs_weighted/PCLB001_PC3_24H_BRD-K73037408-001-01-5_10/graph.csv","PCLB001_PC3_24H_BRD-K73037408-001-01-5_10",1,"NS(=O)(=O)c1ccc(NC2=CC(=O)c3ccccc3C2=O)cc1","PC3","KUC111774N",10,24,"BRD-K73037408",23,"PCLB001_PC3_24H_BRD-K73037408-001-01-5_10_emb","KUC111774NPC31024","PCLB001_PC3_24H:BRD-K73037408-001-01-5:10"
"7656","graphs_weighted/PCLB001_U266_24H_BRD-A15100685-001-02-6_3.33/graph.csv","PCLB001_U266_24H_BRD-A15100685-001-02-6_3.33",1,NA,"U266","avicin-d",3.3,24,"BRD-A15100685",NA,"PCLB001_U266_24H_BRD-A15100685-001-02-6_3.33_emb","avicin-dU2663.324","PCLB001_U266_24H:BRD-A15100685-001-02-6:3.33"
"7657","graphs_weighted/PCLB001_U266_24H_BRD-A19037878-001-02-3_10/graph.csv","PCLB001_U266_24H_BRD-A19037878-001-02-3_10",1,"CC(/C=C/C(=O)NO)=C\C(C)C(=O)c1ccc(N(C)C)cc1","U266","trichostatin-a",10,24,"BRD-A19037878",22,"PCLB001_U266_24H_BRD-A19037878-001-02-3_10_emb","trichostatin-aU2661024","PCLB001_U266_24H:BRD-A19037878-001-02-3:10"
"7658","graphs_weighted/PCLB001_U266_24H_BRD-A33746814-001-01-0_1.11/graph.csv","PCLB001_U266_24H_BRD-A33746814-001-01-0_1.11",1,NA,"U266","avicin-g",1.1,24,"BRD-A33746814",NA,"PCLB001_U266_24H_BRD-A33746814-001-01-0_1.11_emb","avicin-gU2661.124","PCLB001_U266_24H:BRD-A33746814-001-01-0:1.11"
"7659","graphs_weighted/PCLB001_U266_24H_BRD-A59431241-001-01-1_10/graph.csv","PCLB001_U266_24H_BRD-A59431241-001-01-1_10",1,"NC(=O)C1C(=O)C[C@@H]2C[C@@H]3Cc4cccc(O)c4C(=O)C3C(=O)[C@]2(O)C1=O","U266","COL-3",10,24,"BRD-A59431241",27,"PCLB001_U266_24H_BRD-A59431241-001-01-1_10_emb","COL-3U2661024","PCLB001_U266_24H:BRD-A59431241-001-01-1:10"
"7660","graphs_weighted/PCLB001_U266_24H_BRD-A69592287-001-01-3_0.37/graph.csv","PCLB001_U266_24H_BRD-A69592287-001-01-3_0.37",1,NA,"U266","oxetane",0.4,24,"BRD-A69592287",NA,"PCLB001_U266_24H_BRD-A69592287-001-01-3_0.37_emb","oxetaneU2660.424","PCLB001_U266_24H:BRD-A69592287-001-01-3:0.37"
"7661","graphs_weighted/PCLB001_U266_24H_BRD-K55896799-001-02-1_10/graph.csv","PCLB001_U266_24H_BRD-K55896799-001-02-1_10",1,"C[C@H]1C/C=C/CCCN[C@H](c2ccccc2)COC1=O","U266","BRD-K55896799",10,24,"BRD-K55896799",20,"PCLB001_U266_24H_BRD-K55896799-001-02-1_10_emb","BRD-K55896799U2661024","PCLB001_U266_24H:BRD-K55896799-001-02-1:10"
"7662","graphs_weighted/PCLB002_A375_24H_BRD-K00627859_10/graph.csv","PCLB002_A375_24H_BRD-K00627859_10",1,"CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1","A375","tubastatin-a",10,24,"BRD-K00627859",25,"PCLB002_A375_24H_BRD-K00627859_10_emb","tubastatin-aA3751024","PCLB002_A375_24H:BRD-K00627859:10"
"7663","graphs_weighted/PCLB002_A375_24H_BRD-K01621458_10/graph.csv","PCLB002_A375_24H_BRD-K01621458_10",1,NA,"A375","BRD-K01621458",10,24,"BRD-K01621458",NA,"PCLB002_A375_24H_BRD-K01621458_10_emb","BRD-K01621458A3751024","PCLB002_A375_24H:BRD-K01621458:10"
"7664","graphs_weighted/PCLB002_A375_24H_BRD-K02130563_10/graph.csv","PCLB002_A375_24H_BRD-K02130563_10",1,"Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1","A375","panobinostat",10,24,"BRD-K02130563",26,"PCLB002_A375_24H_BRD-K02130563_10_emb","panobinostatA3751024","PCLB002_A375_24H:BRD-K02130563:10"
"7665","graphs_weighted/PCLB002_A375_24H_BRD-K11533227_10/graph.csv","PCLB002_A375_24H_BRD-K11533227_10",1,NA,"A375","BRD-K11533227",10,24,"BRD-K11533227",NA,"PCLB002_A375_24H_BRD-K11533227_10_emb","BRD-K11533227A3751024","PCLB002_A375_24H:BRD-K11533227:10"
"7666","graphs_weighted/PCLB002_A375_24H_BRD-K19876534_10/graph.csv","PCLB002_A375_24H_BRD-K19876534_10",1,"O=C(C[C@@H]1C[C@H]2c3cc(NS(=O)(=O)c4ccc(F)cc4)ccc3O[C@H]2[C@H](CO)O1)NCc1ccc(Oc2ccccc2)cc1","A375","BRD-K19876534",10,24,"BRD-K19876534",44,"PCLB002_A375_24H_BRD-K19876534_10_emb","BRD-K19876534A3751024","PCLB002_A375_24H:BRD-K19876534:10"
"7667","graphs_weighted/PCLB002_A375_24H_BRD-K39569857_10/graph.csv","PCLB002_A375_24H_BRD-K39569857_10",1,"CC1(C)C2=[N+]([O-])c3cc4c(cc3C2=C[C@@]23NC(=O)[C@]5(CCCN5C2=O)C[C@@H]13)OCO4","A375","avrainvillamide-analog-3",10,24,"BRD-K39569857",30,"PCLB002_A375_24H_BRD-K39569857_10_emb","avrainvillamide-analog-3A3751024","PCLB002_A375_24H:BRD-K39569857:10"
"7668","graphs_weighted/PCLB002_A375_24H_BRD-K52313696_10/graph.csv","PCLB002_A375_24H_BRD-K52313696_10",1,"CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1","A375","tacedinaline",10,24,"BRD-K52313696",20,"PCLB002_A375_24H_BRD-K52313696_10_emb","tacedinalineA3751024","PCLB002_A375_24H:BRD-K52313696:10"
"7669","graphs_weighted/PCLB002_A375_24H_BRD-K55533488_3.33/graph.csv","PCLB002_A375_24H_BRD-K55533488_3.33",1,"C[C@@H]1CC(=O)NN=C1c1ccc(N2CCOCC2)cc1","A375","BRD-K55533488",3.3,24,"BRD-K55533488",20,"PCLB002_A375_24H_BRD-K55533488_3.33_emb","BRD-K55533488A3753.324","PCLB002_A375_24H:BRD-K55533488:3.33"
"7670","graphs_weighted/PCLB002_A375_24H_BRD-K59369769_10/graph.csv","PCLB002_A375_24H_BRD-K59369769_10",1,"Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1","A375","tozasertib",10,24,"BRD-K59369769",33,"PCLB002_A375_24H_BRD-K59369769_10_emb","tozasertibA3751024","PCLB002_A375_24H:BRD-K59369769:10"
"7671","graphs_weighted/PCLB002_A375_24H_BRD-K61894884_10/graph.csv","PCLB002_A375_24H_BRD-K61894884_10",1,NA,"A375","BRD-K61894884",10,24,"BRD-K61894884",NA,"PCLB002_A375_24H_BRD-K61894884_10_emb","BRD-K61894884A3751024","PCLB002_A375_24H:BRD-K61894884:10"
"7672","graphs_weighted/PCLB002_A375_24H_BRD-K63828191_10/graph.csv","PCLB002_A375_24H_BRD-K63828191_10",1,"O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12","A375","raloxifene",10,24,"BRD-K63828191",34,"PCLB002_A375_24H_BRD-K63828191_10_emb","raloxifeneA3751024","PCLB002_A375_24H:BRD-K63828191:10"
"7673","graphs_weighted/PCLB002_A375_24H_BRD-K68488863_10/graph.csv","PCLB002_A375_24H_BRD-K68488863_10",1,"Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1","A375","ENMD-2076",10,24,"BRD-K68488863",28,"PCLB002_A375_24H_BRD-K68488863_10_emb","ENMD-2076A3751024","PCLB002_A375_24H:BRD-K68488863:10"
"7674","graphs_weighted/PCLB002_A375_24H_BRD-K72703948_10/graph.csv","PCLB002_A375_24H_BRD-K72703948_10",1,"COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1","A375","ZM-447439",10,24,"BRD-K72703948",38,"PCLB002_A375_24H_BRD-K72703948_10_emb","ZM-447439A3751024","PCLB002_A375_24H:BRD-K72703948:10"
"7675","graphs_weighted/PCLB002_A375_24H_BRD-K83694683_10/graph.csv","PCLB002_A375_24H_BRD-K83694683_10",1,"CCCNC(=O)Nc1ccc2c(c1)C(=O)N(C)C[C@H](OC)[C@@H](C)CN(Cc1ccc(-c3ccccn3)cc1)[C@@H](C)CO2","A375","BRD-K83694683",10,24,"BRD-K83694683",42,"PCLB002_A375_24H_BRD-K83694683_10_emb","BRD-K83694683A3751024","PCLB002_A375_24H:BRD-K83694683:10"
"7676","graphs_weighted/PCLB002_A375_24H_BRD-K89097220_3.33/graph.csv","PCLB002_A375_24H_BRD-K89097220_3.33",1,"CCN(CC)c1ccc(C2=NNC(=O)C[C@H]2C)cc1[N+](=O)[O-]","A375","BRD-K89097220",3.3,24,"BRD-K89097220",22,"PCLB002_A375_24H_BRD-K89097220_3.33_emb","BRD-K89097220A3753.324","PCLB002_A375_24H:BRD-K89097220:3.33"
"7677","graphs_weighted/PCLB002_A375_24H_BRD-K99636700_10/graph.csv","PCLB002_A375_24H_BRD-K99636700_10",1,NA,"A375","BRD-K99636700",10,24,"BRD-K99636700",NA,"PCLB002_A375_24H_BRD-K99636700_10_emb","BRD-K99636700A3751024","PCLB002_A375_24H:BRD-K99636700:10"
"7678","graphs_weighted/PCLB002_A549_24H_BRD-A70731303_10/graph.csv","PCLB002_A549_24H_BRD-A70731303_10",1,"CC1(C)C=Cc2cc3c(cc2O1)[N+]([O-])=C1C3=CC23NC(=O)C4(CCCN4C2=O)CC3C1(C)C","A549","avrainvillamide-analog-5",10,24,"BRD-A70731303",33,"PCLB002_A549_24H_BRD-A70731303_10_emb","avrainvillamide-analog-5A5491024","PCLB002_A549_24H:BRD-A70731303:10"
"7679","graphs_weighted/PCLB002_A549_24H_BRD-K02130563_10/graph.csv","PCLB002_A549_24H_BRD-K02130563_10",1,"Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1","A549","panobinostat",10,24,"BRD-K02130563",26,"PCLB002_A549_24H_BRD-K02130563_10_emb","panobinostatA5491024","PCLB002_A549_24H:BRD-K02130563:10"
"7680","graphs_weighted/PCLB002_A549_24H_BRD-K19876534_10/graph.csv","PCLB002_A549_24H_BRD-K19876534_10",1,"O=C(C[C@@H]1C[C@H]2c3cc(NS(=O)(=O)c4ccc(F)cc4)ccc3O[C@H]2[C@H](CO)O1)NCc1ccc(Oc2ccccc2)cc1","A549","BRD-K19876534",10,24,"BRD-K19876534",44,"PCLB002_A549_24H_BRD-K19876534_10_emb","BRD-K19876534A5491024","PCLB002_A549_24H:BRD-K19876534:10"
"7681","graphs_weighted/PCLB002_A549_24H_BRD-K55533488_3.33/graph.csv","PCLB002_A549_24H_BRD-K55533488_3.33",1,"C[C@@H]1CC(=O)NN=C1c1ccc(N2CCOCC2)cc1","A549","BRD-K55533488",3.3,24,"BRD-K55533488",20,"PCLB002_A549_24H_BRD-K55533488_3.33_emb","BRD-K55533488A5493.324","PCLB002_A549_24H:BRD-K55533488:3.33"
"7682","graphs_weighted/PCLB002_A549_24H_BRD-K61894884_10/graph.csv","PCLB002_A549_24H_BRD-K61894884_10",1,NA,"A549","BRD-K61894884",10,24,"BRD-K61894884",NA,"PCLB002_A549_24H_BRD-K61894884_10_emb","BRD-K61894884A5491024","PCLB002_A549_24H:BRD-K61894884:10"
"7683","graphs_weighted/PCLB002_A549_24H_BRD-K68488863_10/graph.csv","PCLB002_A549_24H_BRD-K68488863_10",1,"Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1","A549","ENMD-2076",10,24,"BRD-K68488863",28,"PCLB002_A549_24H_BRD-K68488863_10_emb","ENMD-2076A5491024","PCLB002_A549_24H:BRD-K68488863:10"
"7684","graphs_weighted/PCLB002_HA1E_24H_BRD-A08658758_1.11/graph.csv","PCLB002_HA1E_24H_BRD-A08658758_1.11",1,"CC1CC(=O)NN=C1c1ccc(F)c(F)c1","HA1E","BRD-A08658758",1.1,24,"BRD-A08658758",16,"PCLB002_HA1E_24H_BRD-A08658758_1.11_emb","BRD-A08658758HA1E1.124","PCLB002_HA1E_24H:BRD-A08658758:1.11"
"7685","graphs_weighted/PCLB002_HA1E_24H_BRD-K02130563_10/graph.csv","PCLB002_HA1E_24H_BRD-K02130563_10",1,"Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1","HA1E","panobinostat",10,24,"BRD-K02130563",26,"PCLB002_HA1E_24H_BRD-K02130563_10_emb","panobinostatHA1E1024","PCLB002_HA1E_24H:BRD-K02130563:10"
"7686","graphs_weighted/PCLB002_HA1E_24H_BRD-K19876534_10/graph.csv","PCLB002_HA1E_24H_BRD-K19876534_10",1,"O=C(C[C@@H]1C[C@H]2c3cc(NS(=O)(=O)c4ccc(F)cc4)ccc3O[C@H]2[C@H](CO)O1)NCc1ccc(Oc2ccccc2)cc1","HA1E","BRD-K19876534",10,24,"BRD-K19876534",44,"PCLB002_HA1E_24H_BRD-K19876534_10_emb","BRD-K19876534HA1E1024","PCLB002_HA1E_24H:BRD-K19876534:10"
"7687","graphs_weighted/PCLB002_HA1E_24H_BRD-K39569857_10/graph.csv","PCLB002_HA1E_24H_BRD-K39569857_10",1,"CC1(C)C2=[N+]([O-])c3cc4c(cc3C2=C[C@@]23NC(=O)[C@]5(CCCN5C2=O)C[C@@H]13)OCO4","HA1E","avrainvillamide-analog-3",10,24,"BRD-K39569857",30,"PCLB002_HA1E_24H_BRD-K39569857_10_emb","avrainvillamide-analog-3HA1E1024","PCLB002_HA1E_24H:BRD-K39569857:10"
"7688","graphs_weighted/PCLB002_HA1E_24H_BRD-K45330754_10/graph.csv","PCLB002_HA1E_24H_BRD-K45330754_10",1,"CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1","HA1E","diethylstilbestrol",10,24,"BRD-K45330754",20,"PCLB002_HA1E_24H_BRD-K45330754_10_emb","diethylstilbestrolHA1E1024","PCLB002_HA1E_24H:BRD-K45330754:10"
"7689","graphs_weighted/PCLB002_HA1E_24H_BRD-K52313696_10/graph.csv","PCLB002_HA1E_24H_BRD-K52313696_10",1,"CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1","HA1E","tacedinaline",10,24,"BRD-K52313696",20,"PCLB002_HA1E_24H_BRD-K52313696_10_emb","tacedinalineHA1E1024","PCLB002_HA1E_24H:BRD-K52313696:10"
"7690","graphs_weighted/PCLB002_HA1E_24H_BRD-K55533488_3.33/graph.csv","PCLB002_HA1E_24H_BRD-K55533488_3.33",1,"C[C@@H]1CC(=O)NN=C1c1ccc(N2CCOCC2)cc1","HA1E","BRD-K55533488",3.3,24,"BRD-K55533488",20,"PCLB002_HA1E_24H_BRD-K55533488_3.33_emb","BRD-K55533488HA1E3.324","PCLB002_HA1E_24H:BRD-K55533488:3.33"
"7691","graphs_weighted/PCLB002_HA1E_24H_BRD-K59369769_10/graph.csv","PCLB002_HA1E_24H_BRD-K59369769_10",1,"Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1","HA1E","tozasertib",10,24,"BRD-K59369769",33,"PCLB002_HA1E_24H_BRD-K59369769_10_emb","tozasertibHA1E1024","PCLB002_HA1E_24H:BRD-K59369769:10"
"7692","graphs_weighted/PCLB002_HA1E_24H_BRD-K67774729_1.11/graph.csv","PCLB002_HA1E_24H_BRD-K67774729_1.11",1,"O=C(C[C@H]1C[C@H]2c3cc(NC(=O)c4ccc5c(c4)OCO5)ccc3O[C@H]2[C@H](CO)O1)NCc1ccc(Oc2ccccc2)cc1","HA1E","BRD-K67774729",1.1,24,"BRD-K67774729",45,"PCLB002_HA1E_24H_BRD-K67774729_1.11_emb","BRD-K67774729HA1E1.124","PCLB002_HA1E_24H:BRD-K67774729:1.11"
"7693","graphs_weighted/PCLB002_HA1E_24H_BRD-K83694683_10/graph.csv","PCLB002_HA1E_24H_BRD-K83694683_10",1,"CCCNC(=O)Nc1ccc2c(c1)C(=O)N(C)C[C@H](OC)[C@@H](C)CN(Cc1ccc(-c3ccccn3)cc1)[C@@H](C)CO2","HA1E","BRD-K83694683",10,24,"BRD-K83694683",42,"PCLB002_HA1E_24H_BRD-K83694683_10_emb","BRD-K83694683HA1E1024","PCLB002_HA1E_24H:BRD-K83694683:10"
"7694","graphs_weighted/PCLB002_HA1E_24H_BRD-K99636700_10/graph.csv","PCLB002_HA1E_24H_BRD-K99636700_10",1,NA,"HA1E","BRD-K99636700",10,24,"BRD-K99636700",NA,"PCLB002_HA1E_24H_BRD-K99636700_10_emb","BRD-K99636700HA1E1024","PCLB002_HA1E_24H:BRD-K99636700:10"
"7695","graphs_weighted/PCLB002_HCC515_24H_BRD-A70731303_10/graph.csv","PCLB002_HCC515_24H_BRD-A70731303_10",1,"CC1(C)C=Cc2cc3c(cc2O1)[N+]([O-])=C1C3=CC23NC(=O)C4(CCCN4C2=O)CC3C1(C)C","HCC515","avrainvillamide-analog-5",10,24,"BRD-A70731303",33,"PCLB002_HCC515_24H_BRD-A70731303_10_emb","avrainvillamide-analog-5HCC5151024","PCLB002_HCC515_24H:BRD-A70731303:10"
"7696","graphs_weighted/PCLB002_HCC515_24H_BRD-K00627859_10/graph.csv","PCLB002_HCC515_24H_BRD-K00627859_10",1,"CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1","HCC515","tubastatin-a",10,24,"BRD-K00627859",25,"PCLB002_HCC515_24H_BRD-K00627859_10_emb","tubastatin-aHCC5151024","PCLB002_HCC515_24H:BRD-K00627859:10"
"7697","graphs_weighted/PCLB002_HCC515_24H_BRD-K02130563_10/graph.csv","PCLB002_HCC515_24H_BRD-K02130563_10",1,"Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1","HCC515","panobinostat",10,24,"BRD-K02130563",26,"PCLB002_HCC515_24H_BRD-K02130563_10_emb","panobinostatHCC5151024","PCLB002_HCC515_24H:BRD-K02130563:10"
"7698","graphs_weighted/PCLB002_HCC515_24H_BRD-K52313696_10/graph.csv","PCLB002_HCC515_24H_BRD-K52313696_10",1,"CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1","HCC515","tacedinaline",10,24,"BRD-K52313696",20,"PCLB002_HCC515_24H_BRD-K52313696_10_emb","tacedinalineHCC5151024","PCLB002_HCC515_24H:BRD-K52313696:10"
"7699","graphs_weighted/PCLB002_HCC515_24H_BRD-K54343811_1.11/graph.csv","PCLB002_HCC515_24H_BRD-K54343811_1.11",1,NA,"HCC515","BRD-K54343811",1.1,24,"BRD-K54343811",NA,"PCLB002_HCC515_24H_BRD-K54343811_1.11_emb","BRD-K54343811HCC5151.124","PCLB002_HCC515_24H:BRD-K54343811:1.11"
"7700","graphs_weighted/PCLB002_HCC515_24H_BRD-K59369769_10/graph.csv","PCLB002_HCC515_24H_BRD-K59369769_10",1,"Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1","HCC515","tozasertib",10,24,"BRD-K59369769",33,"PCLB002_HCC515_24H_BRD-K59369769_10_emb","tozasertibHCC5151024","PCLB002_HCC515_24H:BRD-K59369769:10"
"7701","graphs_weighted/PCLB002_HCC515_24H_BRD-K61894884_3.33/graph.csv","PCLB002_HCC515_24H_BRD-K61894884_3.33",1,NA,"HCC515","BRD-K61894884",3.3,24,"BRD-K61894884",NA,"PCLB002_HCC515_24H_BRD-K61894884_3.33_emb","BRD-K61894884HCC5153.324","PCLB002_HCC515_24H:BRD-K61894884:3.33"
"7702","graphs_weighted/PCLB002_HCC515_24H_BRD-K68488863_10/graph.csv","PCLB002_HCC515_24H_BRD-K68488863_10",1,"Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1","HCC515","ENMD-2076",10,24,"BRD-K68488863",28,"PCLB002_HCC515_24H_BRD-K68488863_10_emb","ENMD-2076HCC5151024","PCLB002_HCC515_24H:BRD-K68488863:10"
"7703","graphs_weighted/PCLB002_HCC515_24H_BRD-K72703948_10/graph.csv","PCLB002_HCC515_24H_BRD-K72703948_10",1,"COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1","HCC515","ZM-447439",10,24,"BRD-K72703948",38,"PCLB002_HCC515_24H_BRD-K72703948_10_emb","ZM-447439HCC5151024","PCLB002_HCC515_24H:BRD-K72703948:10"
"7704","graphs_weighted/PCLB002_HCC515_24H_BRD-K83694683_10/graph.csv","PCLB002_HCC515_24H_BRD-K83694683_10",1,"CCCNC(=O)Nc1ccc2c(c1)C(=O)N(C)C[C@H](OC)[C@@H](C)CN(Cc1ccc(-c3ccccn3)cc1)[C@@H](C)CO2","HCC515","BRD-K83694683",10,24,"BRD-K83694683",42,"PCLB002_HCC515_24H_BRD-K83694683_10_emb","BRD-K83694683HCC5151024","PCLB002_HCC515_24H:BRD-K83694683:10"
"7705","graphs_weighted/PCLB002_HCC515_24H_BRD-K99636700_10/graph.csv","PCLB002_HCC515_24H_BRD-K99636700_10",1,NA,"HCC515","BRD-K99636700",10,24,"BRD-K99636700",NA,"PCLB002_HCC515_24H_BRD-K99636700_10_emb","BRD-K99636700HCC5151024","PCLB002_HCC515_24H:BRD-K99636700:10"
"7706","graphs_weighted/PCLB002_HEPG2_24H_BRD-A58955223_10/graph.csv","PCLB002_HEPG2_24H_BRD-A58955223_10",1,"CS(=O)CCCCN=C=S","HEPG2","sulforaphane",10,24,"BRD-A58955223",10,"PCLB002_HEPG2_24H_BRD-A58955223_10_emb","sulforaphaneHEPG21024","PCLB002_HEPG2_24H:BRD-A58955223:10"
"7707","graphs_weighted/PCLB002_HEPG2_24H_BRD-K01621458_10/graph.csv","PCLB002_HEPG2_24H_BRD-K01621458_10",1,NA,"HEPG2","BRD-K01621458",10,24,"BRD-K01621458",NA,"PCLB002_HEPG2_24H_BRD-K01621458_10_emb","BRD-K01621458HEPG21024","PCLB002_HEPG2_24H:BRD-K01621458:10"
"7708","graphs_weighted/PCLB002_HEPG2_24H_BRD-K01877528_10/graph.csv","PCLB002_HEPG2_24H_BRD-K01877528_10",1,"Cc1onc(C(=O)N2CCN(C(c3ccc(Cl)cc3)c3ccc(Cl)cc3)CC2)c1[N+](=O)[O-]","HEPG2","TL-HRAS-61",10,24,"BRD-K01877528",32,"PCLB002_HEPG2_24H_BRD-K01877528_10_emb","TL-HRAS-61HEPG21024","PCLB002_HEPG2_24H:BRD-K01877528:10"
"7709","graphs_weighted/PCLB002_HEPG2_24H_BRD-K02130563_10/graph.csv","PCLB002_HEPG2_24H_BRD-K02130563_10",1,"Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1","HEPG2","panobinostat",10,24,"BRD-K02130563",26,"PCLB002_HEPG2_24H_BRD-K02130563_10_emb","panobinostatHEPG21024","PCLB002_HEPG2_24H:BRD-K02130563:10"
